czas,temp,001tix01076.daca.pv_min,001fcx00241.pv_min,001fcx00241.pv_absolute_sum_of_changes,001uxm0rf02.daca.pv_min,001tix01079.daca.pv_min,001tir01362.daca.pv_min,001tir01362.daca.pv_max,001fir01307.daca.pv_max,001fir01307.daca.pv_mean,001txi01153.daca.pv_min,001tix01063.daca.pv_min,001tix01084.daca.pv_min,001nir0szr0.daca.pv_min,001nir0szr0.daca.pv_max,001nir0szr0.daca.pv_absolute_sum_of_changes,001fcx00211.pv_skew,001fcx00211.pv_absolute_sum_of_changes,001fir01315.daca.pv_min,001tir01363.daca.pv_min,001fir01313.daca.pv_min
2021-11-18 23:00:00,0,444.3897349039714,26.02070509592692,6.22009569803874,97.19328969319662,391.4059076944987,30.4441619237264,30.76500129699707,106.3906363169352,105.82968608008493,14.116882340113325,366.1036987304688,446.72379099528,15.71645409266154,17.38765106201172,3.272422440846764,1.6646156508974967,17.66863257090248,103.22743759155271,29.31928742726644,142.5288210550944
2021-11-18 23:01:00,0,444.3991190592448,26.02070509592692,6.460979143778488,97.1925936381022,391.42168680826825,30.43419310251872,30.75368172327677,106.3906363169352,105.82029481675887,14.11633342107137,366.1169230143229,446.7391479492188,15.641265455881754,17.38765106201172,3.4227997144063345,1.6318709689599378,18.300916735331175,103.22743759155271,29.31219574610392,142.51285247802736
2021-11-18 23:02:00,0,444.4084981282552,26.02070509592692,6.460979143778488,97.19189732869468,391.43746490478514,30.42422440846761,30.74236211776733,106.3906363169352,105.81308782365588,14.11578450202942,366.13014729817706,446.7545043945312,15.543735043207803,17.38765106201172,3.617860539754236,1.6526719241075043,17.511884752909317,103.22743759155271,29.305103905995686,142.51285247802736
2021-11-18 23:03:00,0,444.4178822835286,26.02070509592692,6.460979143778488,97.19120127360026,391.4532435099284,30.414255587259927,30.731042512257893,106.3906363169352,105.8066722064548,14.115235567092896,366.1433715820313,446.7698613484701,15.464893213907878,17.38765106201172,3.775544198354087,1.6099597264215295,17.452456219991028,103.22743759155271,29.298012034098303,142.51178538004558
2021-11-18 23:04:00,0,444.42726338704426,26.02070509592692,5.910434468587233,97.19050483703612,391.469021097819,30.404286893208823,30.719722970326742,106.3906363169352,105.80318862491184,14.114686632156372,366.1565979003906,446.7852183024089,15.438550090789796,17.38765106201172,3.8282304445902495,1.4526327824615335,17.470739173889136,103.22743759155271,29.290920193990072,142.51178538004558
2021-11-18 23:05:00,0,444.4366455078125,26.02070509592692,6.033407783508302,97.18980916341144,391.4847997029622,30.394318072001138,30.70840339660645,106.3906363169352,105.79616542392306,14.11413771311442,366.1698237101237,446.80057525634766,15.36699488957723,17.334945170084634,3.865929063161211,1.2822931000558109,19.259334119160947,103.22743759155271,29.28382835388184,142.51178538004558
2021-11-18 23:06:00,0,444.4460276285808,26.02070509592692,5.908249918619795,97.1891123453776,391.5005777994792,30.38434937795004,30.697083759307866,106.3906363169352,105.79166965908476,14.113588794072468,366.1830479939779,446.81593271891273,15.280844370524088,17.318252976735433,4.004845714569093,1.154574574222793,21.30046494801838,103.22743759155271,29.2767365137736,142.51178538004558
2021-11-18 23:07:00,0,444.4554087320964,26.02070509592692,5.908249918619795,97.18841667175292,391.5163564046224,30.37438055674235,30.68576415379842,106.3906363169352,105.7834551111857,14.113039859135943,366.19627176920574,446.8312886555989,15.259325075149537,17.290008195241292,3.9913947423299128,1.1405233959265018,21.30046494801838,103.22743759155271,29.26964473724365,142.4866729736328
2021-11-18 23:08:00,0,444.4647928873698,26.02070509592692,5.814642524719247,97.1877202351888,391.5321345011393,30.364411862691245,30.67444464365641,106.3906363169352,105.76164766523574,14.112490924199422,366.2094965616862,446.8466461181641,15.206645504633586,17.253900019327798,4.0245375315348255,1.212311405955813,21.30046494801838,103.22743759155271,29.262552960713705,142.4866729736328
2021-11-18 23:09:00,0,444.4741719563802,26.02070509592692,5.965156745910647,97.1870241800944,391.5479131062826,30.35444304148356,30.663125006357827,106.3906363169352,105.73359598795574,14.111942021052045,366.22272440592445,446.86200256347655,15.1718327999115,17.153908030192056,3.894178962707514,0.8338336037258162,16.56583983103433,103.22743759155271,29.255461120605467,142.4866729736328
2021-11-18 23:10:00,0,444.4835561116536,26.02070509592692,5.674710845947274,97.18632787068684,391.5636917114258,30.344474347432456,30.65180543263753,106.3906363169352,105.70052410549587,14.11139308611552,366.2359481811524,446.87735951741536,15.120260190963744,17.104718939463297,3.898945999145507,0.8577716772644131,16.469116147359195,103.22743759155271,29.24836928049724,142.47430241902669
